row_idx,subject_id,sentence_index,task_name,split_name,pickle_file,target_string,seq_len
11238,YAK,22,task3-TSR-2.0,train,v2-task2-TSR-YAK-22.pickle,Bush is a lifelong member of the Republican Party and was a businessman in both the oil and professional sports industries.,15
11239,YAK,220,task3-TSR-2.0,train,v2-task2-TSR-YAK-220.pickle,"Just before the Battle of Fredericksburg, he was promoted to chief of artillery of the VI Corps as a brigadier general, as of November 29, 1862.",17
11240,YAK,221,task3-TSR-2.0,train,v2-task2-TSR-YAK-221.pickle,He graduated from the U.S. Military Academy in 1847 and was commissioned a second lieutenant in the 4th U.S. Artillery.,13
11241,YAK,222,task3-TSR-2.0,train,v2-task2-TSR-YAK-222.pickle,"John Francis 'Honey Fitz' Fitzgerald (February 11, 1863–October 2, 1950) was a politician and the grandfather of President John F. Kennedy.",18
11242,YAK,223,task3-TSR-2.0,train,v2-task2-TSR-YAK-223.pickle,He became a banker in Boston and was active in the local Democratic Party.,8
11243,YAK,224,task3-TSR-2.0,train,v2-task2-TSR-YAK-224.pickle,"Dame Elizabeth Taylor, DBE, (born February 27, 1932) is an Academy Award winning Anglo-American actress.",15
11244,YAK,225,task3-TSR-2.0,train,v2-task2-TSR-YAK-225.pickle,"Her family denied that it was self-inflicted, arguing that he had been a happy boy; rather, they insisted that it must have been an experimentation gone awry.",16
11245,YAK,226,task3-TSR-2.0,train,v2-task2-TSR-YAK-226.pickle,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the 'Baldwin brothers', with brothers Daniel, Stephen and William.",25
11246,YAK,227,task3-TSR-2.0,train,v2-task2-TSR-YAK-227.pickle,"Clara Blandick (born June 4, 1881 in Hong Kong; died April 15, 1962 in Hollywood, California) was a twentieth century American actress best known for her portrayl of Auntie Em in the 1939 film The Wizard of Oz.",26
11247,YAK,23,task3-TSR-2.0,train,v2-task2-TSR-YAK-23.pickle,"Bush is a Republican, and has Dick Cheney as his Vice President.",10
11248,YAK,231,task3-TSR-2.0,train,v2-task2-TSR-YAK-231.pickle,"Hepburn was devastated by his death, and for years used his birthday as her own.",8
11249,YAK,232,task3-TSR-2.0,train,v2-task2-TSR-YAK-232.pickle,"He represented Maryland in the Continental Congress, and in the federal Congress as both the Representative and a U.S. Senator.",12
11250,YAK,235,task3-TSR-2.0,train,v2-task2-TSR-YAK-235.pickle,"Kristen was a very talented musician and songwriter, and her superb bass playing was one reason for the success of Hole's 1994 album Live Through This.",18
11251,YAK,236,task3-TSR-2.0,train,v2-task2-TSR-YAK-236.pickle,"He coached at Winston-Salem State University from 1946 to 1993, compiling a 828-447 record.",10
11252,YAK,237,task3-TSR-2.0,train,v2-task2-TSR-YAK-237.pickle,"Robert Emerson 'Bob' Clampett (May 8, 1913–May 4, 1984) was an animator, producer, director, and puppeteer best known for his work on the Looney Tunes series of cartoons from Warner Bros. and the television show Time for Beany.",23
11253,YAK,238,task3-TSR-2.0,train,v2-task2-TSR-YAK-238.pickle,"Clampett worked for a time at Screen Gems as a writer and gagman, but in 1949, he turned his attentions to television where he created the famous puppet show Time for Beany.",22
11254,YAK,239,task3-TSR-2.0,train,v2-task2-TSR-YAK-239.pickle,"He served not only as the band's frontman, but as its 'leader and spiritual center'.",10
11255,YAK,24,task3-TSR-2.0,train,v2-task2-TSR-YAK-24.pickle,He served in the United States Senate as a Republican from Minnesota.,9
11256,YAK,240,task3-TSR-2.0,train,v2-task2-TSR-YAK-240.pickle,"In 1962, Clampett created an animated version of the show called Beany and Cecil, which ran on ABC for five years.",16
11257,YAK,241,task3-TSR-2.0,train,v2-task2-TSR-YAK-241.pickle,"With the aid of an aunt, the young Clampett designed the first Mickey Mouse dolls for Walt Disney.",7
11258,YAK,242,task3-TSR-2.0,train,v2-task2-TSR-YAK-242.pickle,"He later became an educator, teaching music theory at the University of the District of Columbia; he was also director of the District of Columbia Music Center jazz workshop band.",20
11259,YAK,243,task3-TSR-2.0,train,v2-task2-TSR-YAK-243.pickle,"During the 1940s, Coppola worked under Arturo Toscanini with the NBC Symphony Orchestra.",10
11260,YAK,244,task3-TSR-2.0,train,v2-task2-TSR-YAK-244.pickle,Miguel played the role of Dr. Garret Macy in NBC's drama Crossing Jordan.,11
11261,YAK,245,task3-TSR-2.0,train,v2-task2-TSR-YAK-245.pickle,"Around the time of Nirvana's 1992 performance on Saturday Night Live, Love discovered that she was pregnant with Cobain's child (Frances Bean Cobain).",19
11262,YAK,246,task3-TSR-2.0,train,v2-task2-TSR-YAK-246.pickle,"He briefly worked for the FBI, then went into private law practice.",8
11263,YAK,248,task3-TSR-2.0,train,v2-task2-TSR-YAK-248.pickle,Libby started his government career in the State Department in 1981 under President Ronald Reagan.,11
11264,YAK,249,task3-TSR-2.0,train,v2-task2-TSR-YAK-249.pickle,"He has also, at various times in his career, held positions with the American Bar Association, on the board of the RAND Corporation, at the Department of Defense, and as a legal advisor with the United States House of Representatives.",18
11265,YAK,25,task3-TSR-2.0,train,v2-task2-TSR-YAK-25.pickle,"His father, a tanner, and his mother were born in Pennsylvania.",7
11266,YAK,250,task3-TSR-2.0,train,v2-task2-TSR-YAK-250.pickle,He has consulted for the defense contractor Northrop Grumman.,7
11267,YAK,251,task3-TSR-2.0,train,v2-task2-TSR-YAK-251.pickle,He has also been active in the Defense Policy Board of the Pentagon while it was chaired by Richard Perle.,11
11268,YAK,252,task3-TSR-2.0,train,v2-task2-TSR-YAK-252.pickle,The unusual middle name was given to her because Cobain thought she looked like a bean on the first sonogram he saw of her.,15
11269,YAK,253,task3-TSR-2.0,train,v2-task2-TSR-YAK-253.pickle,"He worked a year for the accounting firm of Price Waterhouse in San Francisco, and then in August 1940 returned to Harvard to teach in the Business School.",16
11270,YAK,254,task3-TSR-2.0,train,v2-task2-TSR-YAK-254.pickle,"She taught at HB Studios, a well-known New York City acting school, starting in 1957, and married its co-founder, Herbert Berghof, on January 25, 1957.",17
11271,YAK,255,task3-TSR-2.0,train,v2-task2-TSR-YAK-255.pickle,"After a stint with investment banking firm A. G. Becker from 1960 to 1962, he was elected to the United States House of Representatives from Illinois in 1962, at the age of 30, and was re-elected in 1964, 1966, and 1968.",27
11272,YAK,256,task3-TSR-2.0,train,v2-task2-TSR-YAK-256.pickle,"In 1896, Baker joined the staff of McClure's, a pioneer muckraking magazine, and quickly rose to prominence along with Lincoln Steffens and Ida Tarbell.",17
11273,YAK,257,task3-TSR-2.0,train,v2-task2-TSR-YAK-257.pickle,"His mother noted that his personality changed dramatically, with Cobain becoming more withdrawn.",10
11274,YAK,258,task3-TSR-2.0,train,v2-task2-TSR-YAK-258.pickle,"She attended school on the MGM lot and received a diploma from University High School in Los Angeles, on January 26, 1950, the same year she was first married at age 18.",22
11275,YAK,259,task3-TSR-2.0,train,v2-task2-TSR-YAK-259.pickle,"When Baldwin was young, he had a job as a busboy at famous New York City disco Studio 54.",11
11276,YAK,26,task3-TSR-2.0,train,v2-task2-TSR-YAK-26.pickle,Lincoln was the first Republican president.,4
11277,YAK,260,task3-TSR-2.0,train,v2-task2-TSR-YAK-260.pickle,"After a career-ending injury, Howard joined the staff at Clemson College and became head coach in 1939.",14
11278,YAK,261,task3-TSR-2.0,train,v2-task2-TSR-YAK-261.pickle,"Cobain and Nirvana were highly influential, popularizing what came to be known as 'grunge music'.",9
11279,YAK,262,task3-TSR-2.0,train,v2-task2-TSR-YAK-262.pickle,"In 1908 he took a job with the prestigious Wall Street firm of Carter, Ledyard and Milburn, dealing mainly with corporate law.",15
11280,YAK,263,task3-TSR-2.0,train,v2-task2-TSR-YAK-263.pickle,She graduated from the University of Vermont in 1902 and went to teach at the Clarke School for the Deaf that autumn.,11
11281,YAK,264,task3-TSR-2.0,train,v2-task2-TSR-YAK-264.pickle,In 1937 he inherited his grandfather's seat on the New York Stock Exchange.,7
11282,YAK,265,task3-TSR-2.0,train,v2-task2-TSR-YAK-265.pickle,"By most accounts, his early life was happy, and he lived as a part of the typical American family.",12
11283,YAK,266,task3-TSR-2.0,train,v2-task2-TSR-YAK-266.pickle,"She has pursued a media career, notably as a pundit alongside Conservative Michael Portillo (who also grew up and went to the same school in Harrow), on the BBC's weekly politics digest This Week.",25
11284,YAK,267,task3-TSR-2.0,train,v2-task2-TSR-YAK-267.pickle,She was a researcher and reporter at Thames Television [1980 to 1983].,8
11285,YAK,268,task3-TSR-2.0,train,v2-task2-TSR-YAK-268.pickle,She was a researcher and reporter at the breakfast televsion company TV AM [1983 to 1985].,10
11286,YAK,269,task3-TSR-2.0,train,v2-task2-TSR-YAK-269.pickle,She was a press officer at the Greater London Council [1985 to 1986].,9
11287,YAK,270,task3-TSR-2.0,train,v2-task2-TSR-YAK-270.pickle,She was Head of Press and Public Relations at Lambeth Council [1986 to 1987].,11
11288,YAK,271,task3-TSR-2.0,train,v2-task2-TSR-YAK-271.pickle,"Clooney's first recordings, in May of 1946 were for Columbia Records as a singer with the big band of Tony Pastor.",13
11289,YAK,272,task3-TSR-2.0,train,v2-task2-TSR-YAK-272.pickle,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers.,10
11290,YAK,273,task3-TSR-2.0,train,v2-task2-TSR-YAK-273.pickle,"His interest in music came early on, possibly a result of his family's general interest in music.",12
11291,YAK,274,task3-TSR-2.0,train,v2-task2-TSR-YAK-274.pickle,"In 1958, Clooney left Columbia, doing a number of recordings for MGM Records and then some for Coral Records.",12
11292,YAK,275,task3-TSR-2.0,train,v2-task2-TSR-YAK-275.pickle,"Finally, toward the end of 1958, she signed with RCA Victor Records, where she stayed until 1963 except for doing some recordings in 1960 for Reprise Records.",22
11293,YAK,276,task3-TSR-2.0,train,v2-task2-TSR-YAK-276.pickle,"In 1964 she went to Reprise again, shifting the next year to Dot Records.",9
11294,YAK,277,task3-TSR-2.0,train,v2-task2-TSR-YAK-277.pickle,In 1966 she went to United Artists Records.,6
11295,YAK,278,task3-TSR-2.0,train,v2-task2-TSR-YAK-278.pickle,"He directed the preparation of the star-maps of the Berlin Academy (1830–1859), edited from 1830 and greatly improved the Astronomisches Jahrbuch, and issued four volumes of the Astronomische Beobachtungen of the Berlin observatory (1840–1857).",22
11296,YAK,279,task3-TSR-2.0,train,v2-task2-TSR-YAK-279.pickle,"In 1976, Hillary Rodham joined the venerable and influential Rose Law Firm, specializing in intellectual property cases while doing child advocacy cases pro bono.",17
11297,YAK,280,task3-TSR-2.0,train,v2-task2-TSR-YAK-280.pickle,President Jimmy Carter appointed Rodham to the board of the Legal Services Corporation in 1978.,11
11298,YAK,281,task3-TSR-2.0,train,v2-task2-TSR-YAK-281.pickle,"During the summer of 1970, she was awarded a grant to work at the Children's Defense Fund in Cambridge, Massachusetts.",16
11299,YAK,282,task3-TSR-2.0,train,v2-task2-TSR-YAK-282.pickle,"He is from Midland, Texas, and has a ranch there.",6
11300,YAK,283,task3-TSR-2.0,train,v2-task2-TSR-YAK-283.pickle,"During her second year in law school, she volunteered at the Yale Child Study Center, learning about new research on early childhood brain development.",15
11301,YAK,284,task3-TSR-2.0,train,v2-task2-TSR-YAK-284.pickle,"After earning his degree, Bush went to work in an entry level position in the international division of Texas Commerce Bank, which was run by Ben Love.",16
11302,YAK,285,task3-TSR-2.0,train,v2-task2-TSR-YAK-285.pickle,"Bush accepted a contract that paid $2 million dollars in stock over five years to work for Grace Semiconductor Manufacturing Corp., a firm backed by Jiang Mianheng, the son of former Chinese President Jiang Zemin.",26
11303,YAK,286,task3-TSR-2.0,train,v2-task2-TSR-YAK-286.pickle,"Her first movie appearance was in the Columbia Pictures comedy Shampoo (1975) starring Warren Beatty, Julie Christie, and Goldie Hawn, with Lee Grant, and Jack Warden.",23
11304,YAK,287,task3-TSR-2.0,train,v2-task2-TSR-YAK-287.pickle,She won an Emmy Award for Outstanding Lead Actress in 2005 for her role as the psychic Allison DuBois on NBC's Medium.,16
11305,YAK,288,task3-TSR-2.0,train,v2-task2-TSR-YAK-288.pickle,"Between 1954 and 1956, Gail Davis starred as the Western sharpshooter, Annie Oakley in the Annie Oakley television series on the ABC network.",18
11306,YAK,289,task3-TSR-2.0,train,v2-task2-TSR-YAK-289.pickle,"In 1934, Banister joined the Federal Bureau of Investigation (FBI).",6
11307,YAK,292,task3-TSR-2.0,train,v2-task2-TSR-YAK-292.pickle,"Talia Shire (born April 25, 1946) is an American actress of Italian descent.",10
11308,YAK,293,task3-TSR-2.0,train,v2-task2-TSR-YAK-293.pickle,"He lost re-election to Clinton in 1982, and he ran for the governorship again in 1986 but was again defeated by Clinton.",13
11309,YAK,294,task3-TSR-2.0,train,v2-task2-TSR-YAK-294.pickle,"David Shire (born July 3, 1937 in Buffalo, New York) is an Jewish-American composer of film scores and Broadway musicals.",16
11310,YAK,299,task3-TSR-2.0,train,v2-task2-TSR-YAK-299.pickle,"Debbie Reynolds (born April 1, 1932) is an American actress and singer.",10
11311,YAK,3,task3-TSR-2.0,train,v2-task2-TSR-YAK-3.pickle,"John Alston Maxton, Baron Maxton (born May 5, 1936) was a Labour backbench Member of Parliament in the British House of Commons.",16
11312,YAK,30,task3-TSR-2.0,train,v2-task2-TSR-YAK-30.pickle,"The contest between the two was bitter, although they differed little on issues.",9
11313,YAK,300,task3-TSR-2.0,train,v2-task2-TSR-YAK-300.pickle,"Billy Andrade (born January 25, 1964 Bristol, Rhode Island) is an American golfer.",10
11314,YAK,301,task3-TSR-2.0,train,v2-task2-TSR-YAK-301.pickle,"In true Hepburn fashion, she demanded an outlandish $1,500 per week for film work (at the time she was earning between $80 and $100 per week).",18
11315,YAK,305,task3-TSR-2.0,train,v2-task2-TSR-YAK-305.pickle,"Hepburn was fired from this role as well, though she was eventually rehired when the director could not find anyone to replace her.",15
11316,YAK,307,task3-TSR-2.0,train,v2-task2-TSR-YAK-307.pickle,"Maria Owings Shriver Schwarzenegger (born November 6, 1955), better known as Maria Shriver, is an American television journalist and the First Lady of California.",21
11317,YAK,310,task3-TSR-2.0,train,v2-task2-TSR-YAK-310.pickle,"He was an African-American jazz trumpeter, bandleader, singer, and composer.",7
11318,YAK,32,task3-TSR-2.0,train,v2-task2-TSR-YAK-32.pickle,"Hanks is a Democrat and has supported many candidates, including Hilary Clinton, Diane Feinstein, Al Gore, and John Kerry.",16
11319,YAK,33,task3-TSR-2.0,train,v2-task2-TSR-YAK-33.pickle,"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.",22
11320,YAK,35,task3-TSR-2.0,train,v2-task2-TSR-YAK-35.pickle,"He served as the Governor of California from January 2, 1939 until January 4, 1943, and was the only Democrat elected to that office between 1898 and 1954.",16
11321,YAK,36,task3-TSR-2.0,train,v2-task2-TSR-YAK-36.pickle,"He was, for a short time, a commentator opposite Bill Clinton on CBS's 60 Minutes.",10
11322,YAK,37,task3-TSR-2.0,train,v2-task2-TSR-YAK-37.pickle,"Baldwin, a liberal Democrat, has always had an active interest in politics and is frequently rumored to be a candidate for public office.",15
11323,YAK,38,task3-TSR-2.0,train,v2-task2-TSR-YAK-38.pickle,"Diane Julie Abbott (born September 27, 1953 in Paddington, London) is a British Labour Member of Parliament for Hackney North and Stoke Newington constituency.",19
11324,YAK,39,task3-TSR-2.0,train,v2-task2-TSR-YAK-39.pickle,"In the Senate, he was aligned with the Federalists.",5
11325,YAK,4,task3-TSR-2.0,train,v2-task2-TSR-YAK-4.pickle,Reagan's presidency is regarded as a turning point for the United States Republican Party and the American conservative movement.,15
11326,YAK,40,task3-TSR-2.0,train,v2-task2-TSR-YAK-40.pickle,She is a member of the Democratic Party.,5
11327,YAK,41,task3-TSR-2.0,train,v2-task2-TSR-YAK-41.pickle,Koldewey was a self-trained classical era archaeological historian.,8
11328,YAK,42,task3-TSR-2.0,train,v2-task2-TSR-YAK-42.pickle,"John Ellis ""Jeb"" Bush (born February 11, 1953), a Republican, is the forty-third and current Governor of Florida.",11
11329,YAK,43,task3-TSR-2.0,train,v2-task2-TSR-YAK-43.pickle,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.",23
11330,YAK,44,task3-TSR-2.0,train,v2-task2-TSR-YAK-44.pickle,"Lyman Enos Knapp (November 5, 1837?October 9, 1904) was an American Republican politician who was the Governor of the District of Alaska from 1889 to 1893.",18
11331,YAK,45,task3-TSR-2.0,train,v2-task2-TSR-YAK-45.pickle,"Coppola studied theatre at Hofstra University prior to studying film at UCLA and while there, he made numerous short films, including some soft core porn films.",22
11332,YAK,46,task3-TSR-2.0,train,v2-task2-TSR-YAK-46.pickle,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.",24
11333,YAK,47,task3-TSR-2.0,train,v2-task2-TSR-YAK-47.pickle,"When she was seven years old, she returned to England for prep school then went on to Sherborne School for Girls.",14
11334,YAK,48,task3-TSR-2.0,train,v2-task2-TSR-YAK-48.pickle,"John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.",17
11335,YAK,49,task3-TSR-2.0,train,v2-task2-TSR-YAK-49.pickle,"Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.",12
11336,YAK,5,task3-TSR-2.0,train,v2-task2-TSR-YAK-5.pickle,"Richard Bruce Cheney (born January 30, 1941), widely known as Dick Cheney, is an American politician and businessman affiliated with the U.S. Republican Party.",18
11337,YAK,50,task3-TSR-2.0,train,v2-task2-TSR-YAK-50.pickle,"At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.",22
11338,YAK,51,task3-TSR-2.0,train,v2-task2-TSR-YAK-51.pickle,"In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.",15
11339,YAK,52,task3-TSR-2.0,train,v2-task2-TSR-YAK-52.pickle,"When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.",10
11340,YAK,53,task3-TSR-2.0,train,v2-task2-TSR-YAK-53.pickle,He was born into a family of Swedish nobility.,6
11341,YAK,54,task3-TSR-2.0,train,v2-task2-TSR-YAK-54.pickle,"In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.",19
11342,YAK,55,task3-TSR-2.0,train,v2-task2-TSR-YAK-55.pickle,"He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.",10
11343,YAK,56,task3-TSR-2.0,train,v2-task2-TSR-YAK-56.pickle,"His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.",19
11344,YAK,57,task3-TSR-2.0,train,v2-task2-TSR-YAK-57.pickle,"He was educated at Harrow, and in 1869 entered the 83rd Foot.",8
11345,YAK,58,task3-TSR-2.0,train,v2-task2-TSR-YAK-58.pickle,Dorothy attended Miss Porter's School and earned a B.A. from Boston College in 1982.,10
11346,YAK,59,task3-TSR-2.0,train,v2-task2-TSR-YAK-59.pickle,"King Jr. became an associate pastor at Ebenezer in 1948, and his father wrote a letter of recommendation for him to Crozer College.",14
11347,YAK,6,task3-TSR-2.0,train,v2-task2-TSR-YAK-6.pickle,"As he once joked, he was the youngest ex-governor in the nation's history.",7
11348,YAK,60,task3-TSR-2.0,train,v2-task2-TSR-YAK-60.pickle,"In 1926, King started his ministerial degree at the Morehouse School of Religion.",10
11349,YAK,61,task3-TSR-2.0,train,v2-task2-TSR-YAK-61.pickle,"His father, Richert Vogt von Koch (1838-1913) was a Lieutenant-Colonel in the Royal Horse Guards of Sweden.",13
11350,YAK,62,task3-TSR-2.0,train,v2-task2-TSR-YAK-62.pickle,"He graduated Phi Beta Kappa and magna cum laude (21st of 177) from Harvard University in 1880, and entered Columbia Law School that same year.",16
11351,YAK,63,task3-TSR-2.0,train,v2-task2-TSR-YAK-63.pickle,"After his family returned to their home in New York, Roosevelt started intensive tutoring under Arthur Hamilton Cutler in preparation for the Harvard University entrance exam.",20
11352,YAK,64,task3-TSR-2.0,train,v2-task2-TSR-YAK-64.pickle,"He was born in Montpelier, Vermont, attended Norwich University for two years (1852-1854), and graduated from the Naval Academy in 1858.",15
11353,YAK,65,task3-TSR-2.0,train,v2-task2-TSR-YAK-65.pickle,He attended Wake Forest University.,5
11354,YAK,66,task3-TSR-2.0,train,v2-task2-TSR-YAK-66.pickle,"Carroll is generally considered one of the best head coaches in the college ranks, as well as one of the sport's top recruiters.",17
11355,YAK,67,task3-TSR-2.0,train,v2-task2-TSR-YAK-67.pickle,"She was educated at Bryn Mawr College, receiving a degree in history and philosophy in 1928, the same year she debuted on Broadway after landing a bit part in Night Hostess.",19
11356,YAK,68,task3-TSR-2.0,train,v2-task2-TSR-YAK-68.pickle,"He attended Harvard Law School, but left before his final year to volunteer as a United States Navy flier.",11
11357,YAK,69,task3-TSR-2.0,train,v2-task2-TSR-YAK-69.pickle,"He returned to the United States and graduated from Franklin and Marshall College in Lancaster, Pennsylvania, where he was active in drama.",12
11358,YAK,7,task3-TSR-2.0,train,v2-task2-TSR-YAK-7.pickle,"Frank Charles Carlucci III (born October 18, 1930) was a government official in the United States, associated with the Republican Party.",14
11359,YAK,70,task3-TSR-2.0,train,v2-task2-TSR-YAK-70.pickle,He studied law at Columbia University in New York City but his education was interrupted by service with the United States Navy in World War II during which he served with American amphibious forces in Europe and North Africa.,25
11360,YAK,71,task3-TSR-2.0,train,v2-task2-TSR-YAK-71.pickle,"After his khâgne at Lycée Henri IV, where he befriended Senegalese poet and statesman Leopold Sedar Senghor, he graduated from the École Normale Supérieure with a degree of Agrégation in philosophy.",25
11361,YAK,72,task3-TSR-2.0,train,v2-task2-TSR-YAK-72.pickle,He was educated in Carlanstown NS and in St. Patrick's Classical School in Navan.,11
11362,YAK,73,task3-TSR-2.0,train,v2-task2-TSR-YAK-73.pickle,This technique was particularly useful in his excavation of the Hanging Gardens of Babylon (1899-1917) which was built (ca. 580 BC) using mainly unfired mudbricks.,19
11363,YAK,74,task3-TSR-2.0,train,v2-task2-TSR-YAK-74.pickle,"Despite the poverty he grew up in, he managed to win a scholarship to the Laurinburg Institute in North Carolina.",13
11364,YAK,75,task3-TSR-2.0,train,v2-task2-TSR-YAK-75.pickle,"He was previously a star college player at Ole Miss from 1968-1970; in his junior season he finished fourth in the voting for the Heisman Trophy, and in his senior season he finished third.",20
11365,YAK,76,task3-TSR-2.0,train,v2-task2-TSR-YAK-76.pickle,He studied at Juilliard and later at the Manhattan School of Music.,5
11366,YAK,77,task3-TSR-2.0,train,v2-task2-TSR-YAK-77.pickle,After he died the Koldewey Society was established to record and mark his architectural service.,11
11367,YAK,78,task3-TSR-2.0,train,v2-task2-TSR-YAK-78.pickle,"He served in the United States Army in World War II, then got a law degree from Tulane University.",10
11368,YAK,79,task3-TSR-2.0,train,v2-task2-TSR-YAK-79.pickle,"After a period spent traveling abroad with her family, she enrolled in the University of Chicago in 1912, graduating in 1914.",13
11369,YAK,8,task3-TSR-2.0,train,v2-task2-TSR-YAK-8.pickle,"He is a strong supporter of the Democratic Party and is of mostly Irish American heritage, although he also has some distant German ancestry.",14
11370,YAK,80,task3-TSR-2.0,train,v2-task2-TSR-YAK-80.pickle,He had been educated at Oxford and his closest friends and outlook on life were British.,11
11371,YAK,81,task3-TSR-2.0,train,v2-task2-TSR-YAK-81.pickle,"After graduating from Andover, an exclusive New England boarding school, Libby graduated from Yale University in 1972, where one of his professors was Paul Wolfowitz.",14
11372,YAK,82,task3-TSR-2.0,train,v2-task2-TSR-YAK-82.pickle,"Wright later attended Kenyon College, from which he graduated cum laude, after which he received a Fulbright Fellowship and travelled to Austria.",14
11373,YAK,83,task3-TSR-2.0,train,v2-task2-TSR-YAK-83.pickle,"Barry played at the University of Miami in the early-mid 1960s, where he lead the NCAA in scoring.",12
11374,YAK,84,task3-TSR-2.0,train,v2-task2-TSR-YAK-84.pickle,"He graduated in 1937 from the University of California, Berkeley with a degree in economics and philosophy, and earned a master's degree from the Harvard Graduate School of Business Administration in 1939.",19
11375,YAK,85,task3-TSR-2.0,train,v2-task2-TSR-YAK-85.pickle,"After high school, Hanks attended Chabot College in Hayward, California and transferred to California State University, Sacramento where he studied theatre.",16
11376,YAK,86,task3-TSR-2.0,train,v2-task2-TSR-YAK-86.pickle,He was educated at Boston Latin School before attending Boston College.,9
11377,YAK,87,task3-TSR-2.0,train,v2-task2-TSR-YAK-87.pickle,"He enrolled at Harvard Medical School for one year, but withdrew following the death of his father in 1881.",11
11378,YAK,88,task3-TSR-2.0,train,v2-task2-TSR-YAK-88.pickle,She studied acting at the Royal Academy of Dramatic Arts.,7
11379,YAK,89,task3-TSR-2.0,train,v2-task2-TSR-YAK-89.pickle,"Donald Rumsfeld graduated from New Trier High School and attended Princeton University on scholarship (BA, 1954) where he was an accomplished amateur wrestler and served in the United States Navy (1954-57) as a Naval aviator.",22
11380,YAK,9,task3-TSR-2.0,train,v2-task2-TSR-YAK-9.pickle,"Henry David Reginald Margesson, 1st Viscount Margesson, of Rugby (July 26, 1890-December 24, 1965) was a British Conservative politician most popularly remembered for his tenure as Government Chief Whip in the 1930s.",24
11381,YAK,90,task3-TSR-2.0,train,v2-task2-TSR-YAK-90.pickle,He then went on to attend and subsequently drop out of Georgetown University Law Center (1957).,12
11382,YAK,91,task3-TSR-2.0,train,v2-task2-TSR-YAK-91.pickle,The sportsmanship Roosevelt showed in that fight was long remembered.,7
11383,YAK,92,task3-TSR-2.0,train,v2-task2-TSR-YAK-92.pickle,"After graduating from Michigan Agricultural College (now Michigan State), he attended law school at the University of Michigan in 1891 before launching his career as a journalist in 1892 with the Chicago News-Record, where he covered the Pullman Strike and Coxey's Army in 1893.",29
11384,YAK,93,task3-TSR-2.0,train,v2-task2-TSR-YAK-93.pickle,De Forest went to Mount Hermon School and then enrolled at the Sheffield School of Science at Yale University in 1893.,14
11385,YAK,94,task3-TSR-2.0,train,v2-task2-TSR-YAK-94.pickle,"She attended school on the MGM lot and received a diploma from University High School in Los Angeles, on January 26, 1950, the same year she was first married at age 18.",21
11386,YAK,95,task3-TSR-2.0,train,v2-task2-TSR-YAK-95.pickle,He went to school in England and graduated from Harvard University.,8
11387,YAK,96,task3-TSR-2.0,train,v2-task2-TSR-YAK-96.pickle,She graduated from the University of Vermont in 1902 and went to teach at the Clarke School for the Deaf that autumn.,12
11388,YAK,97,task3-TSR-2.0,train,v2-task2-TSR-YAK-97.pickle,"Roosevelt was remarkable for his diverse interests, particularly in leading what he called the 'strenuous life'.",9
11389,YAK,98,task3-TSR-2.0,train,v2-task2-TSR-YAK-98.pickle,"William studied law at the Inns of Court in London, returning to Maryland in 1765.",10
11390,YAK,99,task3-TSR-2.0,train,v2-task2-TSR-YAK-99.pickle,"Encke studied mathematics and astronomy from 1811 at the University of Göttingen under Carl Friedrich Gauss; but he enlisted in the Hanseatic Legion for the campaign of 1813–1814, and became lieutenant of artillery in the Prussian service in 1815.",25
11391,YDG,0,task3-TSR-2.0,train,v2-task2-TSR-YDG-0.pickle,"He was also the unsuccessful Republican nominee for President in the 1996 election, losing to the incumbent Bill Clinton.",14
11392,YDG,1,task3-TSR-2.0,train,v2-task2-TSR-YDG-1.pickle,He was buried at the foot of Hill Cemetery.,6
11393,YDG,10,task3-TSR-2.0,train,v2-task2-TSR-YDG-10.pickle,"In retrospect, many now view Gore as a helpful factor in the 1992 campaign.",12
